time,servo_deg,door_deg,torque,speed,direction,calibrated,detecting
1783691036.7078297,98.01401952000002,36.755257320000005,64.32064820144387,40.0,1,0,0
1783691036.7574704,100.00691944000002,37.50259479,68.05733555144386,40.0,1,0,0
1783691036.8074646,102.00668912000002,38.252508420000005,71.80690370144387,40.0,1,0,0
1783691036.857745,104.01166628000001,39.00437485500001,75.56623587644388,40.0,1,0,0
1783691036.9076722,106.00795780000001,39.75298417500001,79.30928247644388,40.0,1,0,0
1783691036.9574664,108.00510140000002,40.50191302500001,100.61078534528878,40.0,1,0,0
1783691037.007883,110.01418808000001,41.255320530000006,101.36419285028877,40.0,1,0,0
1783691037.0578012,112.01109980000001,42.004162425000004,102.11303474528877,40.0,1,0,0
1783691037.1079223,114.01878124000001,42.757042965000004,102.86591528528876,40.0,1,0,0
1783691037.1578221,116.01032068,43.503870255,103.61274257528876,40.0,1,0,0
1783691037.2075264,118.00795036000001,44.252981385000005,104.36185370528878,40.0,1,0,0
1783691037.2574737,120.00664168000002,45.002490630000004,105.11136295028876,40.0,1,0,0
1783691037.3078253,122.01718948000001,45.756446055000005,105.86531837528878,40.0,1,0,0
1783691037.3575165,124.00722028000001,46.502707605000005,106.61157992528877,40.0,1,0,0
1783691037.407631,126.01078104000001,47.25404289000001,107.36291521028878,40.0,1,0,0
1783691037.457503,128.00608636,48.002282385,108.11115470528877,40.0,1,0,0
1783691037.507775,130.01541892,48.755782095,108.86465441528877,40.0,1,0,0
1783691037.557444,132.00547208,49.50205203,109.61092435028877,40.0,1,0,0
1783691037.6076381,134.01044924,50.253918465000005,110.36279078528878,40.0,1,0,0
1783691037.6576593,136.01060164,51.003975615,111.11284793528877,40.0,1,0,0
1783691037.7076626,138.01236044,51.754635165,111.86350748528878,40.0,1,0,0
1783691037.7576184,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691037.8075967,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691037.8574896,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691037.9075527,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691037.9574559,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.0078187,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.0575855,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.1075368,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.157596,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.207834,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.2574735,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.3074155,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.3574195,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.4075375,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.4575047,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.507526,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.5575721,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.60767,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.657703,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.707498,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.7575967,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.8074136,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.8575807,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.9074175,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691038.9575498,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.0074859,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.0574436,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.1074457,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.1575603,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.2075088,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.2581024,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.3075051,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.3578024,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.40756,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.457916,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.5075922,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.5577395,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.6076202,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.6579413,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.707538,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.7576585,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.8074603,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.8577297,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.9076254,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691039.9575946,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.00746,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
